index,brand,model,mileage,price_range,link
2329.,Mercedes-Benz,S580 W223 Sedan 4dr e AMG Premium G-Tronic 9sp RWD 3.0Ti (PHEV)-202301,"63,100","5,235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-s580-w223-sedan-4dr-e-amg-premium-g-tronic-9sp-rwd-3-0ti-phev-202301-automatic
2330.,MERCEDES BENZ,SL-CLASS SL400,"59,434","4,575,000 - 5,270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sl-class-sl400-automatic
2331.,Mercedes-Benz,SL400 R231 Convert. 2dr AMG Premium G-Tronic 9sp RWD 3.0TTi (CBU)-201608,"60,903","4,925,000 - 5,245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sl400-r231-convert-2dr-amg-premium-g-tronic-9sp-rwd-3-0tti-cbu-201608-automatic
2332.,Mercedes-Benz,SL43 R232 Roadster 2dr AMG SPEEDSHIFT MCT 9sp RWD 2.0Ti (CBU)-202211,"95,103","7,890,000 - 8,125,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sl43-r232-roadster-2dr-amg-speedshift-mct-9sp-rwd-2-0ti-cbu-202211-automatic
2333.,MERCEDES BENZ,SLC-CLASS SLC300 AMG Dynamic,"25,657","1,975,000 - 2,125,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slc-class-slc300-amg-dynamic-automatic
2334.,MERCEDES BENZ,SLC-CLASS SLC300AMG Dynamic,"25,294","1,995,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slc-class-slc300amg-dynamic-automatic
2335.,MERCEDES BENZ,SLC-CLASS SLC43 AMG,"30,659","2,360,000 - 2,575,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slc-class-slc43-amg-automatic
2336.,Mercedes-Benz,SLC300 R172 Convert. 2dr AMG Dynamic G-Tronic 9sp RWD 2.0Ti (CBU)-201607,"26,340","2,130,000 - 2,310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slc300-r172-convert-2dr-amg-dynamic-g-tronic-9sp-rwd-2-0ti-cbu-201607-automatic
2337.,Mercedes-Benz,SLC43 R172 Convert. 2dr AMG G-Tronic 9sp RWD 3.0TTi (CBU)-201608,"32,708","2,645,000 - 2,840,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slc43-r172-convert-2dr-amg-g-tronic-9sp-rwd-3-0tti-cbu-201608-automatic
2338.,MERCEDES BENZ,SLK-CLASS SLK200 AMG Dynamic,"18,382","1,415,000 - 1,590,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-amg-dynamic-automatic
2339.,MERCEDES BENZ,SLK-CLASS SLK200 BlueEFFICIENCY AMG CarbonLOOK,"19,357","1,435,000 - 1,570,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-blueefficiency-amg-carbonlook-automatic
2340.,MERCEDES BENZ,SLK-CLASS SLK200 BlueEFFICIENCY AMG Dynamic,-,"1,225,000 - 1,335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-blueefficiency-amg-dynamic-automatic
2341.,MERCEDES BENZ,SLK-CLASS SLK200 BlueEFFICIENCY AMG Sports,-,"1,165,000 - 1,225,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-blueefficiency-amg-sports-automatic
2342.,MERCEDES BENZ,SLK-CLASS SLK200 Kompressor AMG,-,"965,000 - 1,045,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-kompressor-amg-automatic
2343.,MERCEDES BENZ,SLK-CLASS SLK200 Kompressor,-,"880,000 - 940,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-kompressor-automatic
2344.,MERCEDES BENZ,SLK-CLASS SLK200 Sport,"18,058","1,390,000 - 1,530,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-slk-class-slk200-sport-automatic
2345.,MERCEDES BENZ,SLS-CLASS SLS AMG,-,"5,975,000 - 6,970,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sls-class-sls-amg-automatic
2346.,Mercedes-Benz,Sprinter Van 4dr 416 CDI Business 12st G-Tronic Plus 7sp RWD 2.1DTi (CBU)-202010,"21,084","1,705,000 - 1,935,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sprinter-van-4dr-416-cdi-business-12st-g-tronic-plus-7sp-rwd-2-1dti-cbu-202010-automatic
2347.,Mercedes-Benz,Sprinter Van 4dr 419 Business 11st G-Tronic Plus 9sp 4WD 2.0DTi (CBU)-202311,"36,294","2,935,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sprinter-van-4dr-419-business-11st-g-tronic-plus-9sp-4wd-2-0dti-cbu-202311-automatic
2348.,Mercedes-Benz,Sprinter Van 4dr 419 Business Long 11st G-Tronic Plus 9sp 4WD 2.0DTi (CBU)-202311,"38,706","3,130,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sprinter-van-4dr-419-business-long-11st-g-tronic-plus-9sp-4wd-2-0dti-cbu-202311-automatic
2349.,Mercedes-Benz,Sprinter Van 4dr 419 CDI 14st G-Tronic Plus 7sp RWD 3.0DTi (CBU)-202006,"26,773","2,165,000 - 2,680,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sprinter-van-4dr-419-cdi-14st-g-tronic-plus-7sp-rwd-3-0dti-cbu-202006-automatic
2350.,Mercedes-Benz,"Sprinter Van 4dr 419 CDI 14st G-Tronic Plus 7sp RWD 3.0DTi (CBU, LWB)-202006","27,638","2,235,000 - 2,755,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-sprinter-van-4dr-419-cdi-14st-g-tronic-plus-7sp-rwd-3-0dti-cbu-lwb-202006-automatic
2351.,MERCEDES BENZ,V-CLASS V 250,"26,008","1,955,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v-class-v-250-automatic
2352.,MERCEDES BENZ,"V-CLASS V 250 (CBU,Long)","26,474","1,990,000 - 2,395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v-class-v-250-cbu-long-automatic
2353.,Mercedes-Benz,V220 447 Van 4dr d Avantgarde Premium 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-201908,"38,606","3,045,000 - 3,275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v220-447-van-4dr-d-avantgarde-premium-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-201908-automatic
2354.,Mercedes-Benz,V220 447 Van 4dr d Business 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-201908,"27,639","2,180,000 - 2,295,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v220-447-van-4dr-d-business-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-201908-automatic
2355.,Mercedes-Benz,"V250 447 Van 4dr BlueTEC 6st G-Tronic Plus 7sp RWD 2.1D (CBU,Long)-201509","31,253","2,465,000 - 2,730,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-van-4dr-bluetec-6st-g-tronic-plus-7sp-rwd-2-1d-cbu-long-201509-automatic
2356.,Mercedes-Benz,V250 447 Wagon 4dr d AMG Line 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-202112,"48,104","3,890,000 - 4,115,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-wagon-4dr-d-amg-line-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-202112-automatic
2357.,Mercedes-Benz,V250 447 Wagon 4dr d Avantgarde Premium 7st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-202007,"41,365","3,345,000 - 3,690,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-wagon-4dr-d-avantgarde-premium-7st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-202007-automatic
2358.,Mercedes-Benz,V250 447 Wagon 4dr d Business 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-202007,"28,566","2,310,000 - 2,450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-wagon-4dr-d-business-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-202007-automatic
2359.,Mercedes-Benz,V250 447 Wagon 4dr d Business PLUS 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-202010,"30,050","2,430,000 - 2,710,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-wagon-4dr-d-business-plus-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-202010-automatic
2360.,Mercedes-Benz,V250 447 Wagon 4dr d Luxury 6st G-Tronic Plus 7sp RWD 2.1DTTi (CBU)-202112,"35,862","2,900,000 - 3,040,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-447-wagon-4dr-d-luxury-6st-g-tronic-plus-7sp-rwd-2-1dtti-cbu-202112-automatic
2361.,Mercedes-Benz,V250 Van 4dr d Exclusive 7st G-Tronic Plus 9sp RWD 2.0DTTi (CBU)-202208,"45,013","3,640,000 - 3,750,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-v250-van-4dr-d-exclusive-7st-g-tronic-plus-9sp-rwd-2-0dtti-cbu-202208-automatic
2362.,Mercedes-Benz,Viano W639 Van 3dr 7st Auto 5sp RWD 2.2DTi (CBU)-201203,-,"530,000 - 945,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-viano-w639-van-3dr-7st-auto-5sp-rwd-2-2dti-cbu-201203-automatic
2363.,MERCEDES BENZ,VITO 115 CDI,"11,308","710,000 - 850,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-vito-115-cdi-automatic
2364.,MERCEDES BENZ,VITO 116 Tourer,"19,292","1,485,000 - 1,595,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mercedes-benz-vito-116-tourer-automatic
2365.,MG,3 Hatch 4dr C Auto 4sp FWD 1.5i-201806,"2,350","200,000 - 390,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-c-auto-4sp-fwd-1-5i-201806-automatic
2366.,MG,3 Hatch 4dr D Auto 4sp FWD 1.5i-201806,"2,350","210,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-d-auto-4sp-fwd-1-5i-201806-automatic
2367.,MG,3 Hatch 4dr D Auto 4sp FWD 1.5i (Two Tone)-201806,"2,473","200,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-d-auto-4sp-fwd-1-5i-two-tone-201806-automatic
2368.,MG,3 Hatch 4dr V Auto 4sp FWD 1.5i (SR)-201806,"2,597","210,000 - 475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-v-auto-4sp-fwd-1-5i-sr-201806-automatic
2369.,MG,"3 Hatch 4dr V Auto 4sp FWD 1.5i (SR, Two Tone)-201806","2,844","230,000 - 475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-v-auto-4sp-fwd-1-5i-sr-two-tone-201806-automatic
2370.,MG,3 Hatch 4dr X Auto 4sp FWD 1.5i (SR)-201806,"2,535","205,000 - 445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-x-auto-4sp-fwd-1-5i-sr-201806-automatic
2371.,MG,"3 Hatch 4dr X Auto 4sp FWD 1.5i (SR,Two Tone)-201806","2,659","215,000 - 445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-x-auto-4sp-fwd-1-5i-sr-two-tone-201806-automatic
2372.,MG,3 Hatch 4dr X Limited Auto 4sp FWD 1.5i-201811,"2,721","220,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-3-hatch-4dr-x-limited-auto-4sp-fwd-1-5i-201811-automatic
2373.,MG,5 Sedan 4dr 10th Anniversary Special Edition CVT 8sp FWD 1.5i-202310,"5,123","425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-10th-anniversary-special-edition-cvt-8sp-fwd-1-5i-202310-automatic
2374.,MG,5 Sedan 4dr C CVT 8sp FWD 1.5i-202107,"4,038","335,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-c-cvt-8sp-fwd-1-5i-202107-automatic
2375.,MG,5 Sedan 4dr C CVT 8sp FWD 1.5i-202205,"4,580","380,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-c-cvt-8sp-fwd-1-5i-202205-automatic
2376.,MG,5 Sedan 4dr D Auto 4sp FWD 1.5i-201511,"2,144","205,000 - 290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-d-auto-4sp-fwd-1-5i-201511-automatic
2377.,MG,5 Sedan 4dr D Auto 6sp FWD 1.5iTCI-201511,"2,403","210,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-d-auto-6sp-fwd-1-5itci-201511-automatic
2378.,MG,5 Sedan 4dr D CVT 8sp FWD 1.5i-202107,"4,339","360,000 - 390,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-d-cvt-8sp-fwd-1-5i-202107-automatic
2379.,MG,5 Sedan 4dr D CVT 8sp FWD 1.5i-202205,"4,882","405,000 - 425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-d-cvt-8sp-fwd-1-5i-202205-automatic
2380.,MG,5 Sedan 4dr D+ CVT 8sp FWD 1.5i (Sunroof)-202205,"5,304","440,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-d-cvt-8sp-fwd-1-5i-sunroof-202205-automatic
2381.,MG,5 Sedan 4dr X Auto 4sp FWD 1.5i-201511,"2,338","220,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-x-auto-4sp-fwd-1-5i-201511-automatic
2382.,MG,5 Sedan 4dr X Auto 6sp FWD 1.5iTCI-201511,"2,598","200,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-x-auto-6sp-fwd-1-5itci-201511-automatic
2383.,MG,5 Sedan 4dr X CVT 8sp FWD 1.5i (Sunroof)-202107,"5,002","415,000 - 435,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-x-cvt-8sp-fwd-1-5i-sunroof-202107-automatic
2384.,MG,5 Sedan 4dr X CVT 8sp FWD 1.5i (Sunroof)-202205,"5,605","465,000 - 480,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-5-sedan-4dr-x-cvt-8sp-fwd-1-5i-sunroof-202205-automatic
2385.,MG,Extender Pickup 2dr Giant Cab C Man 6sp RWD 2.0DCT-201908,"3,106","245,000 - 330,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-c-man-6sp-rwd-2-0dct-201908-manual
2386.,MG,Extender Pickup 2dr Giant Cab C Man 6sp RWD 2.0DCT-202104,"3,895","315,000 - 440,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-c-man-6sp-rwd-2-0dct-202104-manual
2387.,MG,Extender Pickup 2dr Giant Cab D Man 6sp RWD 2.0DCT-201908,"3,613","285,000 - 375,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-d-man-6sp-rwd-2-0dct-201908-manual
2388.,MG,Extender Pickup 2dr Giant Cab D Man 6sp RWD 2.0DCT-202104,"4,390","355,000 - 470,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-d-man-6sp-rwd-2-0dct-202104-manual
2389.,MG,Extender Pickup 2dr Giant Cab Grand D Auto 6sp RWD 2.0DCT-201908,"3,994","315,000 - 425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-d-auto-6sp-rwd-2-0dct-201908-automatic
2390.,MG,Extender Pickup 2dr Giant Cab Grand D Auto 6sp RWD 2.0DCT-202103,"5,008","405,000 - 545,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-d-auto-6sp-rwd-2-0dct-202103-automatic
2391.,MG,Extender Pickup 2dr Giant Cab Grand D Man 6sp RWD 2.0DCT-201908,"3,867","305,000 - 400,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-d-man-6sp-rwd-2-0dct-201908-manual
2392.,MG,Extender Pickup 2dr Giant Cab Grand D Man 6sp RWD 2.0DCT-202103,"4,514","365,000 - 500,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-d-man-6sp-rwd-2-0dct-202103-manual
2393.,MG,Extender Pickup 2dr Giant Cab Grand X Man 6sp RWD 2.0DCT-201908,"4,057","320,000 - 420,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-x-man-6sp-rwd-2-0dct-201908-manual
2394.,MG,Extender Pickup 2dr Giant Cab Grand X Man 6sp RWD 2.0DCT-202103,"5,132","415,000 - 550,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-2dr-giant-cab-grand-x-man-6sp-rwd-2-0dct-202103-manual
2395.,MG,Extender Pickup 4dr DCab Grand D Auto 6sp RWD 2.0DCT-201908,"4,691","370,000 - 490,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-d-auto-6sp-rwd-2-0dct-201908-automatic
2396.,MG,Extender Pickup 4dr DCab Grand D Man 6sp RWD 2.0DCT-201908,"4,311","340,000 - 450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-d-man-6sp-rwd-2-0dct-201908-manual
2397.,MG,Extender Pickup 4dr DCab Grand D Man 6sp RWD 2.0DCT-202103,"5,379","435,000 - 575,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-d-man-6sp-rwd-2-0dct-202103-manual
2398.,MG,Extender Pickup 4dr DCab Grand X Auto 6sp 4WD 2.0DCT-201908,"5,832","460,000 - 605,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-x-auto-6sp-4wd-2-0dct-201908-automatic
2399.,MG,Extender Pickup 4dr DCab Grand X Auto 6sp 4WD 2.0DCT-202103,"7,110","575,000 - 775,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-x-auto-6sp-4wd-2-0dct-202103-automatic
2400.,MG,Extender Pickup 4dr DCab Grand X Auto 6sp RWD 2.0DCT-201908,"4,754","375,000 - 505,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-x-auto-6sp-rwd-2-0dct-201908-automatic
2401.,MG,Extender Pickup 4dr DCab Grand X Auto 6sp RWD 2.0DCT-202103,"5,998","485,000 - 665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-extender-pickup-4dr-dcab-grand-x-auto-6sp-rwd-2-0dct-202103-automatic
2402.,MG,GS Wagon 4dr D TST 6sp FWD 2.0i-201603,"4,157","320,000 - 470,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-d-tst-6sp-fwd-2-0i-201603-automatic
2403.,MG,GS Wagon 4dr D TST 6sp FWD 2.0i (Black top)-201603,"4,222","325,000 - 470,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-d-tst-6sp-fwd-2-0i-black-top-201603-automatic
2404.,MG,GS Wagon 4dr D TST 7sp FWD 1.5i-201612,"3,638","280,000 - 410,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-d-tst-7sp-fwd-1-5i-201612-automatic
2405.,MG,GS Wagon 4dr D TST 7sp FWD 1.5i (Black top)-201612,"3,702","285,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-d-tst-7sp-fwd-1-5i-black-top-201612-automatic
2406.,MG,GS Wagon 4dr X TST 6sp 4WD 2.0i-201603,"4,157","320,000 - 490,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-x-tst-6sp-4wd-2-0i-201603-automatic
2407.,MG,GS Wagon 4dr X TST 6sp 4WD 2.0i (Black top)-201603,"4,352","335,000 - 495,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-x-tst-6sp-4wd-2-0i-black-top-201603-automatic
2408.,MG,GS Wagon 4dr X TST 7sp FWD 1.5i (Sunroof)-201612,"3,573","275,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-x-tst-7sp-fwd-1-5i-sunroof-201612-automatic
2409.,MG,"GS Wagon 4dr X TST 7sp FWD 1.5i (Sunroof, Black top)-201612","3,962","305,000 - 435,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-gs-wagon-4dr-x-tst-7sp-fwd-1-5i-sunroof-black-top-201612-automatic
2410.,MG,HS PHEV Wagon 4dr Auto FWD 1.5T (Plug-in Hybrid)-202010,"9,221","765,000 - 980,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-phev-wagon-4dr-auto-fwd-1-5t-plug-in-hybrid-202010-automatic
2411.,MG,HS PHEV Wagon 4dr D Auto FWD 1.5T (PHEV)-202203,"11,029","915,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-phev-wagon-4dr-d-auto-fwd-1-5t-phev-202203-automatic
2412.,MG,HS PHEV Wagon 4dr D Auto FWD 1.5T (Plug-in Hybrid)-202203,"10,065","835,000 - 970,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-phev-wagon-4dr-d-auto-fwd-1-5t-plug-in-hybrid-202203-automatic
2413.,MG,HS PHEV Wagon 4dr X Auto FWD 1.5T (PHEV)-202203,"11,752","975,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-phev-wagon-4dr-x-auto-fwd-1-5t-phev-202203-automatic
2414.,MG,HS PHEV Wagon 4dr X Auto FWD 1.5T (Plug-in Hybrid)-202203,"10,667","885,000 - 1,030,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-phev-wagon-4dr-x-auto-fwd-1-5t-plug-in-hybrid-202203-automatic
2415.,MG,HS Wagon 4dr C TST 7sp FWD 1.5Ti-201909,"5,688","460,000 - 695,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-c-tst-7sp-fwd-1-5ti-201909-automatic
2416.,MG,HS Wagon 4dr C TST 7sp FWD 1.5Ti-202203,"7,292","605,000 - 735,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-c-tst-7sp-fwd-1-5ti-202203-automatic
2417.,MG,HS Wagon 4dr D TST 7sp FWD 1.5Ti-201909,"6,121","495,000 - 770,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-d-tst-7sp-fwd-1-5ti-201909-automatic
2418.,MG,HS Wagon 4dr D TST 7sp FWD 1.5Ti (Sunroof)-202203,"8,498","705,000 - 855,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-d-tst-7sp-fwd-1-5ti-sunroof-202203-automatic
2419.,MG,HS Wagon 4dr X TST 7sp FWD 1.5Ti (Sunroof)-201909,"6,616","535,000 - 830,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-x-tst-7sp-fwd-1-5ti-sunroof-201909-automatic
2420.,MG,HS Wagon 4dr X TST 7sp FWD 1.5Ti (Sunroof)-202203,"9,100","755,000 - 910,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-hs-wagon-4dr-x-tst-7sp-fwd-1-5ti-sunroof-202203-automatic
2421.,MG,MG6 Hatch 4dr C DCT 6sp FWD 1.8iTCI-201507,"1,624","215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-c-dct-6sp-fwd-1-8itci-201507-automatic
2422.,MG,MG6 Hatch 4dr C DCT 6sp FWD 1.8iTCI (Black top)-201603,"1,949","220,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-c-dct-6sp-fwd-1-8itci-black-top-201603-automatic
2423.,MG,MG6 Hatch 4dr D DCT 6sp FWD 1.8iTCI-201507,"1,819","245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-d-dct-6sp-fwd-1-8itci-201507-automatic
2424.,MG,MG6 Hatch 4dr D DCT 6sp FWD 1.8iTCI (Black top)-201603,"2,208","245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-d-dct-6sp-fwd-1-8itci-black-top-201603-automatic
2425.,MG,MG6 Hatch 4dr D DCT 6sp FWD 1.8iTCI (Sunroof)-201507,"1,884","250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-d-dct-6sp-fwd-1-8itci-sunroof-201507-automatic
2426.,MG,"MG6 Hatch 4dr D DCT 6sp FWD 1.8iTCI (Sunroof,Black top)-201603","2,273","255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-d-dct-6sp-fwd-1-8itci-sunroof-black-top-201603-automatic
2427.,MG,MG6 Hatch 4dr X DCT 6sp FWD 1.8iTCI-201507,"2,079","215,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-x-dct-6sp-fwd-1-8itci-201507-automatic
2428.,MG,MG6 Hatch 4dr X DCT 6sp FWD 1.8iTCI (Black Top)-201703,"2,726","215,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-x-dct-6sp-fwd-1-8itci-black-top-201703-automatic
2429.,MG,MG6 Hatch 4dr X DCT 6sp FWD 1.8iTCI (Sunroof)-201507,"2,144","220,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-x-dct-6sp-fwd-1-8itci-sunroof-201507-automatic
2430.,MG,"MG6 Hatch 4dr X DCT 6sp FWD 1.8iTCI (Sunroof,Black top)-201603","2,598","200,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-hatch-4dr-x-dct-6sp-fwd-1-8itci-sunroof-black-top-201603-automatic
2431.,MG,MG6 Sedan 4dr C DCT 6sp FWD 1.8iTCI-201507,"1,624","215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-sedan-4dr-c-dct-6sp-fwd-1-8itci-201507-automatic
2432.,MG,MG6 Sedan 4dr D DCT 6sp FWD 1.8iTCI-201507,"1,819","240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-sedan-4dr-d-dct-6sp-fwd-1-8itci-201507-automatic
2433.,MG,MG6 Sedan 4dr D DCT 6sp FWD 1.8iTCI (Sunroof)-201507,"1,949","250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-sedan-4dr-d-dct-6sp-fwd-1-8itci-sunroof-201507-automatic
